text,category
Intermittent internet: disconnects every few minutes in Brgy. Pag-asa especially at 6:15 AM.,Internet
"Manhole cover missing on Quezon Blvd., Brgy. New Era; water cannot drain properly during drizzle.",Flooding
Several streetlights out along Del Pilar St in Brgy San Isidro; please repair,Streetlight
Blocked fire exit/escape route near bridge Brgy. Bagong Silang; pls enforce safety. Pls respond asap.,Public Safety
"Possible dengue risk: standing water and many mosquitoes near bridge, Brgy. Pag-asa for 1 week.",Health
Water leak from main pipe near plaza Brgy. Pag-asa; water wasted and road flooded.,Water Supply
May nag-iinuman at sobrang ingay sa Maharlika Rd. Brgy. Pag-asa hanggang 6:15 AM.,Noise
Intermittent internet: disconnects every few minutes in Brgy. Malinis especially at 4:25 PM.,Internet
Power outage in Brgy. New Era since 8:10 AM; households cannot use appliances.,Electricity
Someone is dumping wastewater/sewage on Sampaguita St. Brgy. Mabini; foul smell and slippery road.,Health
Uncovered well/pit near Brgy. Malinis houses; children at risk.,Public Safety
"May tambak na basura sa kanto ng Mabini Ave., Brgy. Bagong Silang. Hindi pa kinukuha this morning. May daga na.",Garbage
"May nagsusunog ng basura near health center, Brgy. New Era around 7:00 PM; usok pumapasok sa bahay. thank you.",Garbage
"Tricycles loading/unloading in the middle of Mabini Ave., Brgy. San Isidro; causes congestion. Need help ASAP.",Traffic
Flickering streetlight at Maharlika Rd. Brgy. San Isidro; safety concern for residents. thank you.,Streetlight
Open trench left by roadworks near chapel in Brgy. Pag-asa; no warning signs. Sana ma-actionan agad.,Road Damage
Faded pedestrian crossing near covered court Brgy. Pag-asa; drivers don't slow down.,Traffic
Dead animal (dog/cat) on Maharlika Rd Brgy Mabini; needs proper disposal to avoid disease,Animal Control
"Standing water in front of barangay hall, Brgy. Malinis yesterday; possible mosquito breeding. 🔥",Flooding
Grass fire reported near bridge in Brgy. Sta. Cruz since yesterday; smoke reducing visibility on Rizal St..,Fire
Uncollected garbage after market day near evacuation center in Brgy. Bagong Silang; plastic scattered on the road. Sana ma-actionan agad.,Garbage
"Knee-deep floodwater kahapon pagkatapos ng ulan along Liberty St., Brgy. Poblacion. Drainage clogged with leaves and plastic.",Flooding
"Electrical sparks seen then small fire on pole near terminal, Brgy. Riverside after the thunderstorm.",Fire
"Standing water in front of riverbank, Brgy. Mabini 3 days ago; possible mosquito breeding.",Flooding
Very slow mobile data signal near barangay hall Brgy. Bagong Silang; calls dropping frequently. thank you.,Internet
Food stalls near barangay hall Brgy. San Isidro have uncovered food and flies; sanitation issue.,Health
Heavy traffic due to double parking near plaza in Brgy. Mabini at 4:25 PM.,Traffic
Power outage in Brgy. Bayanihan since 9:30 PM; households cannot use appliances.,Electricity
Strong winds damaged roofs in Brgy. Mabini for 1 week; families need temporary shelter.,Disaster
Baradong kanal sa JP Laurel St. Brgy. Bagong Silang; umaapaw during drizzle and water enters houses.,Flooding
Stray animals roaming near plaza in Brgy. Bayanihan; risk of bites and rabies.,Health
Broken lamp cover at Brgy. San Isidro near bridge; bulb exposed and could shatter. Pls respond asap.,Streetlight
Exposed electrical wire hanging near evacuation center in Brgy. Sta. Cruz; could electrocute someone. 🚨,Electricity
May nasusunog na basura/kanal near Maharlika Rd. Brgy. Sta. Cruz around 4:25 PM; strong odor and smoke.,Fire
"Knee-deep floodwater nung bagyo along Sampaguita St., Brgy. Bayanihan. Drainage clogged with leaves and plastic.",Flooding
Grass fire reported near evacuation center in Brgy. Pag-asa for 1 week; smoke reducing visibility on National Hwy. Pls respond asap.,Fire
Exposed electrical wire hanging near terminal in Brgy. Poblacion; could electrocute someone.,Electricity
Fallen tree blocking Sampaguita St. in Brgy. Pag-asa after heavy rain; needs clearing team.,Disaster
Bar music too loud near park Brgy. San Isidro; windows shaking. Sana ma-actionan agad.,Noise
Reported suspected food poisoning after eating at health center Brgy Riverside since Monday; several students got sick,Health
Fallen tree blocking Del Pilar St. in Brgy. Malinis after heavy rain; needs clearing team.,Disaster
"Manhole cover missing on Quezon Blvd., Brgy. Poblacion; water cannot drain properly nung bagyo.",Flooding
Motorcycle theft attempt near elementary school in Brgy. Poblacion last night; please increase patrol.,Crime
No water supply in Brgy. Malinis since 9:30 PM; residents cannot store water.,Water Supply
Transformer humming loudly and smells burnt near Liberty St. Brgy. San Isidro; possible overload.,Electricity
Reported burglary at Maharlika Rd. Brgy. Riverside; window forced open since Monday.,Crime
No traffic enforcer at intersection of National Hwy in Brgy. San Isidro; near-misses happening.,Traffic
Heavy traffic due to double parking near evacuation center in Brgy. San Isidro at 5:30 AM.,Traffic
Forest/brush fire near Brgy. San Isidro boundary; flames visible from Liberty St. at 6:15 AM. Pls respond asap.,Fire
Broken footbridge/handrail near riverbank Brgy. New Era; risk of falling.,Public Safety
May bitak at lubak sa kalsada sa Bonifacio Rd. Brgy. Malinis; delikado lalo na pag gabi.,Road Damage
Flickering streetlight at National Hwy Brgy. New Era; safety concern for students.,Streetlight
Bar music too loud near terminal Brgy. Bayanihan; windows shaking.,Noise
"Illegal vendors blocking one lane on Del Pilar St., Brgy. Bagong Silang; cars stuck and honking.",Traffic
Pack of stray dogs near terminal in Brgy. Sta. Cruz 7:00 PM; chased children.,Animal Control
Blocked fire exit/escape route near public market Brgy. Sta. Cruz; please enforce safety.,Public Safety
May nag-iinuman at sobrang ingay sa JP Laurel St. Brgy. Bagong Silang hanggang 4:25 PM.,Noise
Strong winds damaged roofs in Brgy. New Era since Monday; families need temporary shelter. Sana ma-actionan agad.,Disaster
"Tricycles loading/unloading in the middle of Quezon Blvd., Brgy. Mabini; causes congestion. Need help ASAP.",Traffic
Stray cats and dogs tearing garbage near elementary school Brgy. Sta. Cruz; causes mess and smell. Need help ASAP.,Animal Control
Road shoulder collapsed near Brgy. Mabini along Del Pilar St. tuwing malakas ang ulan; risk of accident.,Road Damage
May asong gala na nangagat sa Mabini Ave. Brgy. Bayanihan since Monday; needs barangay action.,Animal Control
"May nagsusunog ng basura near health center, Brgy. Mabini around 9:30 PM; usok pumapasok sa bahay.",Garbage
Frequent voltage fluctuation/brownout in Brgy. Mabini since Monday; lights flicker.,Electricity
"Possible dengue risk: standing water and many mosquitoes near riverbank, Brgy. Riverside since yesterday.",Health
May asong gala na nangagat sa Rizal St Brgy Malinis yesterday; needs barangay action,Animal Control
Someone is dumping wastewater/sewage on Bonifacio Rd. Brgy. Bayanihan; foul smell and slippery road. thank you.,Health
Internet connection down in Brgy. Riverside since 3 days ago; students can't attend online class.,Internet
Tap water is brown/muddy in Brgy. Malinis this morning; possible pipe contamination.,Water Supply
Several streetlights out along Quezon Blvd. in Brgy. Poblacion; please repair.,Streetlight
"Motorcycle with modified muffler keeps revving on Sampaguita St., Brgy. Riverside every night.",Noise
Community WiFi at public market Brgy. Riverside not working last night; router keeps rebooting.,Internet
Basura is piling up near the barangay gate and attracts stray dogs.,Garbage
Overflowing trash bins outside the market are causing a foul smell.,Garbage
Uncollected garbage bags have been left on the sidewalk for three days.,Garbage
May tambak na basura sa tabi ng kanal na bumabara sa daluyan ng tubig.,Garbage
Residents are dumping plastic waste behind the covered court.,Garbage
Garbage is scattered along the riverbank after the weekend crowd.,Garbage
Hindi regular ang koleksyon ng basura sa aming street kaya nag-iipon.,Garbage
Rotting food waste near the school canteen is attracting flies.,Garbage
"Trash is burning in an open area, producing thick smoke in the neighborhood.",Garbage
May illegal dumping ng construction debris sa bakanteng lote.,Garbage
The community dumpster is full and trash is spilling onto the road.,Garbage
Plastic bottles and sachets are clogging the drainage beside the highway.,Garbage
Basura sa palengke hindi nililinis tuwing hapon kaya mabaho.,Garbage
A broken garbage truck leaked waste water along the main road.,Garbage
Residents complain about stray cats tearing open trash bags at night.,Garbage
May nagtatapon ng basura sa tulay kaya kumakalat sa ilog.,Garbage
"The landfill collection point has no cover, so trash flies everywhere when windy.",Garbage
Unsegregated waste is being mixed with recyclables in the collection area.,Garbage
Basura sa tapat ng barangay hall hindi pa rin kinukuha kahit may schedule.,Garbage
Trash left after a fiesta is blocking the pedestrian walkway.,Garbage
May baha sa kalsada pagkatapos ng ulan dahil barado ang kanal.,Flooding
"Water floods the intersection every time it rains, making cars stall.",Flooding
Bumubulwak ang tubig sa manhole kapag malakas ang ulan.,Flooding
The drainage near the terminal overflows and floods nearby stores.,Flooding
Knee-deep flooding in the alley prevents residents from leaving their homes.,Flooding
Floodwater entered several houses after last night's downpour.,Flooding
May tumatagas na tubig mula sa sirang pipe na nagdudulot ng baha.,Flooding
The creek overflowed and flooded the low-lying barangay.,Flooding
Baha sa harap ng paaralan tuwing umaga kapag umuulan kaya delikado.,Flooding
Rainwater pools for hours because the street has no proper slope.,Flooding
"The canal cover is missing and water backs up, causing street flooding.",Flooding
"Flash floods occurred after heavy rain, trapping commuters in traffic.",Flooding
May baha sa ilalim ng overpass na hindi madaanan ng motor.,Flooding
Flooding is worsening due to silted drainage and garbage buildup.,Flooding
"The culvert is blocked, so water spills onto the road.",Flooding
Baha sa palengke area kaya madulas at maraming nadadapa.,Flooding
"The pumping station is not working, leading to repeated flooding.",Flooding
May baha sa barangay road na pumapasok sa mga tindahan.,Flooding
The river level rose quickly and flooded nearby farms.,Flooding
Standing floodwater is becoming stagnant and smells bad.,Flooding
Malaking pothole sa highway na nagdudulot ng aksidente sa gabi.,Road Damage
Cracks on the concrete road are widening and causing bumpy rides.,Road Damage
May lubak sa tapat ng eskwelahan na laging nababasa at dumadami.,Road Damage
"A portion of the road has sunk, creating an uneven surface for vehicles.",Road Damage
Broken asphalt near the bridge is damaging motorcycle tires.,Road Damage
May sirang kalsada dahil sa ginawang hukay na hindi na-ayos.,Road Damage
"The road markings are faded, making lanes unclear for drivers.",Road Damage
Loose gravel on the road is causing skidding during rain.,Road Damage
May nag-collapse na shoulder ng kalsada malapit sa kanal.,Road Damage
A large pothole near the intersection is causing traffic congestion.,Road Damage
"Road surface is peeling off, exposing sharp stones underneath.",Road Damage
May bitak-bitak ang kalsada sa residential area kaya maingay ang sasakyan.,Road Damage
The manhole cover is broken and creates a hazard for cars.,Road Damage
Uneven pavement near the market is causing pedestrians to trip.,Road Damage
May sira ang speed bump at may matulis na bahagi.,Road Damage
The bridge approach has deep ruts and collects water when it rains.,Road Damage
"A damaged road barrier is missing, increasing accident risk.",Road Damage
May malaking hukay sa service road dahil sa ongoing construction.,Road Damage
"The road edge is eroding, reducing the safe driving space.",Road Damage
Potholes along the bus route are delaying travel time.,Road Damage
Ang ingay ng karaoke gabi-gabi hanggang madaling araw.,Noise
Loud music from a nearby bar is disturbing residents past 11 PM.,Noise
May nag-iinuman at nagsisigawan sa kanto tuwing weekend.,Noise
Construction drilling starts too early and wakes up the neighborhood.,Noise
A motorcycle with a modified muffler is extremely noisy every night.,Noise
Maingay ang videoke sa barangay event kahit may curfew na.,Noise
Truck horns are blaring repeatedly near the residential street.,Noise
Neighbor's speakers are too loud and shake the walls.,Noise
May nagpa-party sa subdivision na sobrang lakas ng bass.,Noise
Constant shouting from street vendors is disrupting online classes.,Noise
Noise from the generator runs all night and is very loud.,Noise
May nag-aaway sa labas at maingay ang sigawan.,Noise
"Firecrackers are being lit late at night, causing disturbance.",Noise
The basketball court has loud announcements every evening.,Noise
Maingay ang tricycle terminal dahil sa busina at sigawan.,Noise
A barking dog is left outside and keeps neighbors awake.,Noise
The sound system at the plaza is too loud during rehearsals.,Noise
May nagre-repair ng motor sa labas at malakas ang ingay ng tools.,Noise
Loud chanting and megaphones from a gathering are causing complaints.,Noise
The nearby factory produces constant loud humming at night.,Noise
"Streetlight not working at night near the corner, making it unsafe.",Streetlight
Patay ang ilaw sa poste sa tapat ng bahay namin simula pa noong nakaraan.,Streetlight
Several streetlights flicker and then turn off after a few minutes.,Streetlight
Walang ilaw sa alley kaya delikado para sa mga umuuwi ng gabi.,Streetlight
A streetlamp is broken and its wiring is exposed.,Streetlight
"Streetlight is on during daytime but off at night, wasting electricity.",Streetlight
May poste na natumba at nasira ang ilaw sa kalsada.,Streetlight
